gy,gx,lat,lon,n,route_density,obs_outage,obs_uplink,obs_rsrp,n_passes,dist_m,az_deg,log_d,az_cos1,az_sin1,az_cos2,az_sin2,rsrp,ul_mid,ul_lo,ul_hi,p_outage,p_outage_ml,ul_ml,ul_expected,uncertainty
23342,-38767,41.9361521,-93.72272605,2,1,1.0,,,1,10330.472825275772,155.9709490769079,4.014120199613403,-0.9133391108102903,0.40719978961717085,0.6683766626714636,-0.7438229875421682,-95.13995473542566,19.856087483961655,5.62,47.155193798449645,0.6057176181584069,0.999630068934741,17.706037765485178,7.828905467231448,41.53519379844965
23342,-38766,41.93613276666667,-93.72047563333332,3,1,1.0,,,1,10409.507784706608,155.03967036262884,4.017430194309793,-0.9066001815509704,0.4219906525170284,0.6438477783765053,-0.7651536043695008,-95.24777781021191,19.682959038335376,5.551898323472687,47.155193798449645,0.6057176181584069,0.9994438885738189,13.905510563860087,7.760643971325385,41.60329547497696
23342,-38765,41.93648613333333,-93.7179318,9,2,1.0,,,2,10464.602633628885,153.9041537055689,4.019722741771814,-0.8980594671596652,0.4398740654379367,0.6130216131102035,-0.7900661376490983,-95.33567524357876,19.5418246286229,5.432371487027872,47.155193798449645,0.6057176181584069,0.9991275037548041,20.260606871553698,7.704997160104144,41.72282231142177
23342,-38764,41.936091857142856,-93.71571144285714,7,2,1.0,,,2,10585.66904437447,153.1153378330631,4.024718311868667,-0.8919186124705896,0.45219596275125923,0.5910376225429236,-0.806643991323811,-95.47726181748862,19.314483092396465,5.239835771088605,47.155193798449645,0.6057176181584069,0.9991160449422891,15.286912323664758,7.615360397709257,41.91535802736104
23342,-38763,41.93609595,-93.7133673,6,2,1.0,,-107.0,2,10674.23004899011,152.18556688794285,4.028336558401085,-0.8844634618712052,0.46660945619951083,0.5645512307703936,-0.8253980299441196,-95.58832332870102,19.13615478147392,5.08880939207482,47.155193798449645,0.6057176181584069,0.9990406731894916,16.548488312552283,7.545048686528928,42.06638440637482
23342,-38762,41.9361023,-93.710818225,4,1,1.0,,,1,10773.477851137268,151.19159332643903,4.0323559231437605,-0.8762359857215188,0.4818822442533426,0.5355790053467236,-0.8444851265900508,-95.7090229891715,18.942350768313485,4.92467662933771,47.155193798449645,0.6057176181584069,0.995223341637079,19.64045624716538,7.468635178609572,42.230517169111934
23342,-38761,41.936097440000005,-93.70848972,5,2,0.8,,-101.5,2,10867.946839728433,150.30281451224215,4.036147505411195,-0.8686558515613154,0.4954159984783354,0.509125976903428,-0.8606920120705955,-95.82016630901536,18.763891099597327,4.773539003310941,47.0398849163538,0.6057176181584069,0.9885038963534788,19.98923749949445,7.398271675365504,42.266345913042855
23342,-38760,41.93609633333333,-93.70603125000001,6,2,1.0,,,2,10970.085877785239,149.38007252694734,4.040210027401717,-0.8605649303350162,0.5093407510473599,0.48114399864502266,-0.8766415758837123,-95.93699032411914,18.576310100012293,4.614676515394362,46.28579140891111,0.6057176181584069,0.9800507629685375,10.450925058749176,7.3243117920608904,41.671114893516744
23342,-38759,41.9360999,-93.7035982,5,2,1.0,,,2,11073.471275163181,148.48244316821945,4.044283783420012,-0.852480017954547,0.5227598100353692,0.45344436202356947,-0.8912845844897341,-96.0519414521714,18.350563622083573,4.458360862529862,45.54378729905032,0.6057176181584069,0.9972705431586991,12.066605838616393,7.235303933050804,41.085426436520464
23342,-38758,41.93610543333333,-93.70105361666667,6,2,1.0,,,2,11184.273684815153,147.56108945650988,4.048607785936541,-0.8439638416901147,0.5364000689034845,0.42454993216067416,-0.9054045256692541,-96.17163520538824,18.063496452404067,4.295595977183243,44.771169767440085,0.6057176181584069,0.9991400252629049,21.61057654197616,7.122118405641044,40.475573790256846
23342,-38757,41.93630600666667,-93.69833341333333,15,2,1.0,,,2,11287.776892626873,146.53596275939276,4.052608416828981,-0.8342320912748452,0.5514134727109942,0.3918863642256034,-0.9200136289936349,-96.28323643610672,17.795837960844658,4.2601555555555555,44.05078908686956,0.6057176181584069,0.9986844962140382,6.594594034594306,7.016585378068871,39.790633531314
23342,-38756,41.93608705,-93.6964265,2,1,1.0,,,1,11395.572757140562,145.9413692728475,4.05673615830221,-0.8284649169267324,0.5600409640567219,0.3727082371568352,-0.9279485815256383,-96.39031324704776,17.539030598479922,4.2601555555555555,43.359613322566396,0.6057176181584069,0.9994578545550078,5.635056436658113,6.915330759561247,39.09945776701084
23342,-38755,41.936107825,-93.6938508,4,1,1.0,,,1,11514.189492040325,145.05604127683307,4.061233372476272,-0.8197126702269728,0.5727749455670753,0.34385772346126775,-0.9390217601397927,-96.50869438088026,17.255111545735517,4.2601555555555555,42.595468687171916,0.6057176181584069,0.999817544917118,10.42610580225912,6.803386479194973,38.33531313161636
23342,-38754,41.93613735,-93.69123350000001,4,1,1.0,,,1,11636.715279337712,144.17240402510754,4.065830408374438,-0.8107819855473415,0.5853482484059473,0.3147348561761788,-0.9491796301584648,-96.62767159831135,16.969762877602324,4.2601555555555555,41.82747636026285,0.6057176181584069,0.9902340976229501,9.635453802285209,6.690878526668092,37.56732080470729
23342,-38753,41.9361508,-93.6889203,3,1,1.0,,,1,11748.388740865958,143.41100460494124,4.069978308400625,-0.8029319752606875,0.5960706695551885,0.2893995137920586,-0.9572084002018161,-96.7332190813044,16.71662337453469,4.2601555555555555,41.14617233573261,0.6057176181584069,0.9960647744824555,16.157240832887542,6.591070080460389,36.88601678017705
23342,-38752,41.9361467,-93.68643535000001,6,1,0.16666666666666666,19.65,-97.5,1,11872.255241170873,142.6152071545133,4.074533224916125,-0.7945757991597773,0.6071649688425719,0.2627014012207975,-0.9648771806798156,-96.84734215680508,16.442916623775922,4.2601555555555555,40.57088566061898,0.6057176181584069,0.09704065581332715,18.62117111845488,6.483152330845098,36.31073010506342
23342,-38751,41.936147283333334,-93.6841857,6,1,0.16666666666666666,0.841,-105.0,1,11985.9487773962,141.90764834078357,4.07867241738335,-0.7870173822845128,0.6169308226876276,0.23879272003593405,-0.9710705622444952,-96.94967894645467,16.197477477878536,4.2601555555555555,40.276970024245344,0.6057176181584069,0.22057222034886043,9.054069479395908,6.38637999980351,36.01681446868979
23342,-38750,41.93614266,-93.68198434,5,1,0.4,,-104.0,1,12099.385225494907,141.22994755541288,4.082763304204213,-0.7796653738984812,0.6261963787373267,0.21575619051251693,-0.9764472675242255,-97.04958986181019,15.94103874798828,4.2601555555555555,39.990021602588286,0.6057176181584069,0.5566509632662057,15.326846528642976,6.285270726585947,35.72986604703273
23342,-38749,41.9365394375,-93.679169325,8,1,0.25,17.1,-95.0,1,12212.36181260828,140.24797920570694,4.086799662551908,-0.768819278892487,0.639466118260566,0.18216616719352757,-0.9832677598345324,-97.14694212370071,15.674538641430356,4.2601555555555555,39.710421743105286,0.6057176181584069,0.07456612090857535,16.913215564383105,6.18019442981125,35.45026618754973
23343,-38803,41.93838126666667,-93.81031216666668,3,1,1.0,,,1,9677.23736381568,198.29746234817148,3.9857513935798976,-0.9494393835557754,-0.3139504052445691,0.8028702860935417,0.5961537584449791,-93.65954625608728,21.495266203085766,6.40845964512693,49.01634958651019,0.6057176181584069,0.999883116832323,5.2703933689982305,8.475204756871754,42.607889941383256
23343,-38797,41.938515800000005,-93.7956788,3,1,1.0,,,1,9353.725902439703,191.26851274498102,3.9709846393802617,-0.980722193895092,-0.19540721174408518,0.9236320431968045,0.383280378809164,-93.1529486850818,23.599988755227052,7.085126984126984,52.73574877517831,0.6057176181584069,0.9997909449892939,15.616881994000448,9.305059777845736,45.65062179105132
23343,-38781,41.938439675,-93.75646345,4,1,1.0,,,1,9290.487967631549,171.2339967969848,3.9680385251975396,-0.9883189825481384,0.15239943810596016,0.9535488225299752,-0.3012385152195811,-93.47490810751029,22.26236833214711,6.678977978906331,50.371948229929345,0.6057176181584069,0.9997910029743176,23.26945990756037,8.777659611433817,43.69297025102301
23343,-38773,41.93849808,-93.73716268000001,5,1,1.0,,,1,9656.81563556099,161.82408962000613,3.9848339400909096,-0.9501032866441512,0.3119354816432105,0.8053925105840366,-0.5927418526602812,-94.23553752635581,20.080808823529416,5.62,47.61600189203069,0.6057176181584069,0.9998533279917852,13.3135920656062,7.917509132246858,41.99600189203069
23343,-38765,41.93863225,-93.7176604,4,1,1.0,,,1,10260.846767827821,153.2061592054015,4.011183202044869,-0.892634281915047,0.45078158652501377,0.593591922499983,-0.8047661955765625,-95.14983109267513,19.840229297924576,5.62,47.155193798449645,0.6057176181584069,0.9987575242692892,15.286912323664758,7.822652863869061,41.53519379844965
23343,-38757,41.93866516666667,-93.69813866666668,3,1,1.0,,,1,11078.804415530894,145.7193097572473,4.0444928954327,-0.8262881664736402,0.5632476062493563,0.3655042681087402,-0.9308096636768949,-96.09911481488489,18.237425522939077,4.394212427318194,45.23928546768551,0.6057176181584069,0.999062927268065,5.9159041695905925,7.190695573843081,40.84507304036732
23343,-38749,41.9382244,-93.6787089,4,1,0.0,,-100.0,1,12093.422665939988,139.54223592350218,4.0825492317594785,-0.7608845034333954,0.6488873341612666,0.1578904551301694,-0.9874566340750301,-97.04371669365749,15.95711644262149,4.2601555555555555,40.006889592692744,0.6057176181584069,0.0699239641770287,19.552563194444023,6.291609878320451,35.74673403713719
23344,-38803,41.94014696666667,-93.81027983333333,3,1,1.0,,,1,9490.14598989559,198.65379569851308,3.9772728933670605,-0.9474685175552836,-0.3198490397696907,0.7953931835168137,0.6060937911041396,-93.46927794897923,22.28575952529661,6.687226876095103,50.41328440734319,0.6057176181584069,0.9999740403929822,4.477636819966357,8.78688234678292,43.72605753124809
23344,-38797,41.940257025,-93.795656775,4,1,1.0,,,1,9163.548433960514,191.49359464847453,3.9620636796584385,-0.9799469867305658,-0.19925838300479207,0.9205921936046312,0.3905253040127019,-92.94057151197792,24.23543307086615,7.085126984126984,54.2950051367246,0.6057176181584069,0.999943547884986,11.032573967040747,9.555604276143622,47.20987815259761
23344,-38781,41.94027633333334,-93.75645530000001,3,1,1.0,,,1,9088.798299155726,171.03384431705058,3.9585064655601685,-0.9877805732971721,0.15585101544972427,0.9514209219665796,-0.30789321077975007,-93.25342548243756,23.18254541663804,7.003478149415659,51.998056097688305,0.6057176181584069,0.9999770681325003,34.316785960121855,9.140469224022954,44.99457794827265
23344,-38773,41.940404725,-93.7371085,4,1,1.0,,,1,9457.014254553127,161.39813411538853,3.9757540436486485,-0.9477580223323956,0.31899017399378693,0.7964905377908271,-0.6046509928956365,-94.03321348211705,20.080808823529416,5.860989709186842,47.78050134386742,0.6057176181584069,0.9999543086903889,13.3135920656062,7.917509132246858,41.91951163468058
23344,-38765,41.94004105,-93.7176419,2,1,1.0,,,1,10121.912460217733,152.79921392871847,4.0052625769750625,-0.8894101020379467,0.4571101293920856,0.5821006592143014,-0.8131167336503878,-95.01849774536126,20.05110751971913,5.62,47.155193798449645,0.6057176181584069,0.9999082156852648,15.687659876837433,7.905798431436739,41.53519379844965
23344,-38757,41.940677050000005,-93.69812845000001,2,1,1.0,,,1,10895.05380275847,145.05383255923482,4.03722937925262,-0.8196905894906663,0.5728065445684467,0.3437853249991121,-0.9390482683628435,-95.93235964023619,18.58374545746645,4.62097352514659,46.315682254967385,0.6057176181584069,0.9999373296507309,10.706953535191598,7.327243422507759,41.694708729820796
23344,-38749,41.940357166666665,-93.6785679,3,1,1.0,,,1,11921.472585920297,138.76089538417216,4.076329904434312,-0.751965175300455,0.6592028330759478,0.13090324972928796,-0.9913951478650235,-96.89163197764255,16.336694259018174,4.2601555555555555,40.44368340109049,0.6057176181584069,0.7204609606701069,0.0,6.441270723863566,36.18352784553493
